"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J4,J2,J3,J1";"DSUB-37_Male_Vertical_P2.77x2.84mm_MountingHoles";4;"DB37_Male_MountingHoles";;;
2;"J5";"WR-PHD_61306421821_02x32_2.54mm_Female_Straight";1;"Conn_02x32_2.54mm_Female_Straight";;;
